Company,Country,CreatedDate,Ticker,Quantity,Stock_Price,Invested_Value,ESGScore
Huazhu Group Ltd,Cayman Islands,4/14/2020, HTHT,10000,29.62000084,296200.0084,0.396825397
Indonesia Energy Corp Ltd,Cayman Islands,4/14/2020,INDO,10000,3.599999905,35999.99905,0.396825397
JD.com Inc,Cayman Islands,4/14/2020, JD,10000,45.08000183,450800.0183,0.396825397
JinkoSolar Holding Co Ltd,Cayman Islands,4/14/2020,JKS,10000,17.71999931,177199.9931,0.396825397
Jutal Offshore Oil Services Ltd,Cayman Islands,4/14/2020, JUTOY,10000,21.28000069,212800.0069,0.396825397
Kingboard Laminates Holdings Ltd,Cayman Islands,4/14/2020, KGBLF,10000,0.75,7500,0.396825397
Kingsoft Corp Ltd,Cayman Islands,4/14/2020, KSFTF,10000,3,30000,0.396825397
Lee & Man Paper Manufacturing Ltd,Cayman Islands,4/14/2020, LMPMF,10000,0.829999983,8299.99983,0.396825397
Lekoil Ltd,Cayman Islands,4/14/2020, LEKOF,10000,0.018100001,181.00001,0.396825397
Li Ning Co Ltd,Cayman Islands,4/14/2020, LNNGF,10000,3.049999952,30499.99952,1.19047619
Longfor Group Holdings Ltd,Cayman Islands,4/14/2020, LGFRY,10000,51.77000046,517700.0046,0.396825397
Manchester United PLC,Cayman Islands,4/14/2020, MANU,10000,15.56999969,155699.9969,0.396825397
Meitu Inc,Cayman Islands,4/14/2020, MEIUF,10000,0.5,5000,0.396825397
Melco Resorts and Entertainment Ltd,Cayman Islands,4/14/2020, MAS,10000,40.36999893,403699.9893,0.396825397
MGM China Holdings Ltd,Cayman Islands,4/14/2020, MCHVF,10000,1.129999995,11299.99995,0.396825397
Minth Group Ltd,Cayman Islands,4/14/2020, MNTHF,10000,2.869999886,28699.99886,0.396825397
Momo Inc,Cayman Islands,4/14/2020, MOMO,10000,23.36000061,233600.0061,0.396825397
Mongolian Mining Corp,Cayman Islands,4/14/2020, MOGLF,10000,0.050000001,500.00001,0.396825397
NetEase Inc,Cayman Islands,4/14/2020, NTES,10000,70.10600281,701060.0281,0.396825397
New Oriental Education & Technology Group Inc,Cayman Islands,4/14/2020,EDU,10000,121.6800003,1216800.003,0.396825397
Nexteer Automotive Group Ltd,Cayman Islands,4/14/2020, NTXVF,10000,0.610000014,6100.00014,0.396825397
Primeline Energy Holdings Inc,Cayman Islands,4/14/2020, PMEHF,10000,0.021600001,216.00001,0.396825397
Recon Technology Ltd,Cayman Islands,4/14/2020, RCON,10000,1.99000001,19900.0001,0.396825397
Sands China Ltd,Cayman Islands,4/14/2020, SCHYF,10000,3.700000048,37000.00048,0.396825397
Sany Heavy Equipment International Holdings Co Ltd,Cayman Islands,4/14/2020, SNYYF,10000,0.560000002,5600.00002,0.396825397
Semiconductor Manufacturing International Corp,Cayman Islands,4/14/2020, SMIN,10000,25.14999962,251499.9962,0.396825397
Shengli Oil & Gas Pipe Holdings Ltd,Cayman Islands,4/14/2020, GSG,10000,9.760000229,97600.00229,0.396825397
Shenzhou International Group Holdings Ltd,Cayman Islands,4/14/2020, SHZHY,10000,11.6079998,116079.998,0.396825397
Shimao Property Holdings Ltd,Cayman Islands,4/14/2020, SHMAY,10000,32.16999817,321699.9817,0.396825397
Shunfeng International Clean Energy Ltd,Cayman Islands,4/14/2020, SHUNF,10000,0.01,100,0.396825397
Sino Biopharmaceutical Ltd,Cayman Islands,4/14/2020, SBHMY,10000,16.66666603,166666.6603,0.396825397
SOHO China Ltd,Cayman Islands,4/14/2020, SOHOF,10000,0.449999988,4499.99988,0.396825397
SPT Energy Group Inc,Cayman Islands,4/14/2020, SEGYY,10000,1.445000052,14450.00052,0.396825397
Sunac China Holdings Ltd,Cayman Islands,4/14/2020, SCCCF,10000,5.928170204,59281.70204,0.396825397
Sunny Optical Technology (Group) Co Ltd,Cayman Islands,4/14/2020, SNPTF,10000,14.35999966,143599.9966,0.396825397
TAL Education Group,Cayman Islands,4/14/2020, TAL,10000,53.22000122,532200.0122,0.396825397
Tencent Holdings Ltd,Cayman Islands,4/14/2020, TCEHY,10000,51.5,515000,0.396825397
Tethys Petroleum Ltd,Cayman Islands,4/14/2020, TETHF,10000,0.138099998,1380.99998,0.396825397
Tianneng Power International Ltd,Cayman Islands,4/14/2020, TIANF,10000,0.730000019,7300.00019,0.396825397
Tingyi (Cayman Islands) Holding Corp,Cayman Islands,4/14/2020, TCYMF,10000,1.779999971,17799.99971,0.396825397
Towngas China Co Ltd,Cayman Islands,4/14/2020, PGJ,10000,39.93999863,399399.9863,0.396825397
Uni-President China Holdings Ltd,Cayman Islands,4/14/2020, UNPSF,10000,0.898000002,8980.00002,0.396825397
Vantage Drilling International,Cayman Islands,4/14/2020,VTDRF,10000,23.75,237500,0.396825397
Vinda International Holdings Ltd,Cayman Islands,4/14/2020, VDAHF,10000,2.519999981,25199.99981,0.396825397
Vipshop Holdings Ltd,Cayman Islands,4/14/2020, VIPS,10000,17.56999969,175699.9969,0.396825397
Want Want China Holdings Ltd,Cayman Islands,4/14/2020, WWNTF,10000,0.600000024,6000.00024,0.396825397
Weibo Corp,Cayman Islands,4/14/2020, WB,10000,35.54999924,355499.9924,0.396825397
WH Group Ltd,Cayman Islands,4/14/2020, WHGLY,10000,20.12000084,201200.0084,3.174603175
Wharf Real Estate Investment Co Ltd,Cayman Islands,4/14/2020, WRFRF,10000,3.799999952,37999.99952,0.396825397
Wynn Macau Ltd,Cayman Islands,4/14/2020, WYNMF,10000,1.75,17500,0.396825397
Xinyi Glass Holdings Ltd,Cayman Islands,4/14/2020, XYIGF,10000,1.129999995,11299.99995,0.396825397
Xinyi Solar Holdings Ltd,Cayman Islands,4/14/2020, XNYIF,10000,0.589999974,5899.99974,0.396825397
ZTO Express (Cayman) Inc,Cayman Islands,4/14/2020, ZTO,10000,27.80999947,278099.9947,0.396825397
3SBio Inc,Cayman Islands,5/19/2020, TRSBF,10000,1.429999948,14299.99948,0.396825397
AAC Technologies Holdings Inc,Cayman Islands,5/19/2020, AACAF,10000,5.309999943,53099.99943,0.396825397
AAG Energy Holdings Ltd,Cayman Islands,5/19/2020, AAGEF,10000,0.167999998,1679.99998,0.396825397
Alibaba Group Holding Ltd,Cayman Islands,5/19/2020, BABA,10000,220.5899963,2205899.963,0.396825397
ANTA Sports Products Ltd,Cayman Islands,5/19/2020, ANPDF,10000,8.609999657,86099.99657,0.396825397
Anton Oilfield Services Group,Cayman Islands,5/19/2020, ATONF,10000,0.0836,836,0.396825397
ASM Pacific Technology Ltd,Cayman Islands,5/19/2020, ASMVF,10000,9.949999809,99499.99809,0.396825397
Autohome Inc,Cayman Islands,5/19/2020, ATHM,10000,79.04000092,790400.0092,0.396825397
Baidu Inc,Cayman Islands,5/19/2020, BIDU,10000,120.8499985,1208499.985,0.396825397
BeiGene Ltd,Cayman Islands,5/19/2020, BGNE,10000,171.3999939,1713999.939,0.396825397
Brooge Energy Ltd,Cayman Islands,5/19/2020,BROG,10000,11,110000,0.396825397
Caribbean Utilities Co Ltd,Cayman Islands,5/19/2020, CUPUF,10000,14.90999985,149099.9985,0.396825397
China Evergrande Group,Cayman Islands,5/19/2020, EGRNF,10000,2,20000,0.396825397
China Literature Ltd,Cayman Islands,5/19/2020, CHLLF,10000,4.199999809,41999.99809,0.396825397
China Medical System Holdings Ltd,Cayman Islands,5/19/2020, CHSYF,10000,1.25999999,12599.9999,0.396825397
China Mengniu Dairy Co Ltd,Cayman Islands,5/19/2020, CIADF,10000,3.599999905,35999.99905,1.984126984
China Resources Cement Holdings Ltd,Cayman Islands,5/19/2020, CARCY,10000,39.88999939,398899.9939,0.396825397
China Resources Land Ltd,Cayman Islands,5/19/2020, CRBJF,10000,4.079999924,40799.99924,0.396825397
China Shanshui Cement Group Ltd,Cayman Islands,5/19/2020, CCGLF,10000,0.349999994,3499.99994,0.396825397
China State Construction International Holdings Ltd,Cayman Islands,5/19/2020, CCOHF,10000,0.730000019,7300.00019,0.396825397
Chow Tai Fook Jewellery Group Ltd,Cayman Islands,5/19/2020, CJEWF,10000,0.790000021,7900.00021,0.396825397
CIMC Enric Holdings Ltd,Cayman Islands,5/19/2020, CIMEF,10000,0.649999976,6499.99976,0.396825397
CK Asset Holdings Ltd,Cayman Islands,5/19/2020, CHKGF,10000,6.159999847,61599.99847,0.396825397
CK Hutchison Holdings Ltd,Cayman Islands,5/19/2020, CKHUF,10000,7.309999943,73099.99943,2.380952381
Country Garden Holdings Co Ltd,Cayman Islands,5/19/2020, CTRYF,10000,1.25,12500,0.396825397
Endeavour Mining Corp,Cayman Islands,5/19/2020, EDV,10000,165.7400055,1657400.055,0.396825397
ENN Energy Holdings Ltd,Cayman Islands,5/19/2020, XNGSF,10000,11.25,112500,0.793650794
FIH Mobile Ltd,Cayman Islands,5/19/2020, FXCNF,10000,0.119999997,1199.99997,0.396825397
Fresh Del Monte Produce Inc,Cayman Islands,5/19/2020,FDM,10000,35.59999847,355999.9847,0.396825397
Fulcrum Utility Services Ltd,Cayman Islands,5/19/2020,FCRM,10000,0.189999998,1899.99998,0.396825397
Fullshare Holdings Ltd,Cayman Islands,5/19/2020, FLLHF,10000,0.094999999,949.99999,0.396825397
GCL-Poly Energy Holdings Ltd,Cayman Islands,5/19/2020, GCPEF,10000,0.029999999,299.99999,0.793650794
Geely Automobile Holdings Ltd,Cayman Islands,5/19/2020, GELYF,10000,1.700000048,17000.00048,0.396825397
Golden Eagle Retail Group Ltd,Cayman Islands,5/19/2020, GDNEF,10000,0.899999976,8999.99976,0.396825397
Haitian International Holdings Ltd,Cayman Islands,5/19/2020, HAIIF,10000,2.099999905,20999.99905,0.396825397
Hengan International Group Co Ltd,Cayman Islands,5/19/2020, HEGIF,10000,8.5,85000,1.19047619
Herbalife Nutrition Ltd,Cayman Islands,5/19/2020,HLF,10000,44.08000183,440800.0183,0.396825397
HKT Trust and HKT Ltd,Cayman Islands,5/19/2020, HKTTF,10000,1.50999999,15099.9999,0.396825397
Huazhu Group Ltd,Cayman Islands,5/19/2020, HTHT,10000,35.18999863,351899.9863,0.396825397
Indonesia Energy Corp Ltd,Cayman Islands,5/19/2020,INDO,10000,4.880000114,48800.00114,0.396825397
JD.com Inc,Cayman Islands,5/19/2020, JD,10000,56.5,565000,0.396825397
JinkoSolar Holding Co Ltd,Cayman Islands,5/19/2020,JKS,10000,17.35000038,173500.0038,0.396825397
Jutal Offshore Oil Services Ltd,Cayman Islands,5/19/2020, JUTOY,10000,21.28000069,212800.0069,0.396825397
Kingboard Laminates Holdings Ltd,Cayman Islands,5/19/2020, KGBLF,10000,0.75,7500,0.396825397
Kingsoft Corp Ltd,Cayman Islands,5/19/2020, KSFTF,10000,3.809999943,38099.99943,0.396825397
Lee & Man Paper Manufacturing Ltd,Cayman Islands,5/19/2020, LMPMF,10000,0.829999983,8299.99983,0.396825397
Lekoil Ltd,Cayman Islands,5/19/2020, LEKOF,10000,0.021,210,0.396825397
Li Ning Co Ltd,Cayman Islands,5/19/2020, LNNGF,10000,3.380000114,33800.00114,1.19047619
Longfor Group Holdings Ltd,Cayman Islands,5/19/2020, LGFRY,10000,45.77999878,457799.9878,0.396825397
Manchester United PLC,Cayman Islands,5/19/2020, MANU,10000,16.54999924,165499.9924,0.396825397
Meitu Inc,Cayman Islands,5/19/2020, MEIUF,10000,0.5,5000,0.396825397
Melco Resorts and Entertainment Ltd,Cayman Islands,5/19/2020, MAS,10000,45.95000076,459500.0076,0.396825397
MGM China Holdings Ltd,Cayman Islands,5/19/2020, MCHVF,10000,1.220000029,12200.00029,0.396825397
Minth Group Ltd,Cayman Islands,5/19/2020, MNTHF,10000,2.869999886,28699.99886,0.396825397
Momo Inc,Cayman Islands,5/19/2020, MOMO,10000,23.60000038,236000.0038,0.396825397
Mongolian Mining Corp,Cayman Islands,5/19/2020, MOGLF,10000,0.039999999,399.99999,0.396825397
NetEase Inc,Cayman Islands,5/19/2020, NTES,10000,79.96600342,799660.0342,0.396825397
New Oriental Education & Technology Group Inc,Cayman Islands,5/19/2020,EDU,10000,129.6499939,1296499.939,0.396825397
Nexteer Automotive Group Ltd,Cayman Islands,5/19/2020, NTXVF,10000,0.50999999,5099.9999,0.396825397
Primeline Energy Holdings Inc,Cayman Islands,5/19/2020, PMEHF,10000,0.021600001,216.00001,0.396825397
Recon Technology Ltd,Cayman Islands,5/19/2020, RCON,10000,4.119999886,41199.99886,0.396825397
Sands China Ltd,Cayman Islands,5/19/2020, SCHYF,10000,3.819999933,38199.99933,0.396825397
Sany Heavy Equipment International Holdings Co Ltd,Cayman Islands,5/19/2020, SNYYF,10000,0.540000021,5400.00021,0.396825397
Semiconductor Manufacturing International Corp,Cayman Islands,5/19/2020, SMIN,10000,24.80999947,248099.9947,0.396825397
Shengli Oil & Gas Pipe Holdings Ltd,Cayman Islands,5/19/2020, GSG,10000,9.600000381,96000.00381,0.396825397
Shenzhou International Group Holdings Ltd,Cayman Islands,5/19/2020, SHZHY,10000,12.18000031,121800.0031,0.396825397
Shimao Property Holdings Ltd,Cayman Islands,5/19/2020, SHMAY,10000,42.34000015,423400.0015,0.396825397
Shunfeng International Clean Energy Ltd,Cayman Islands,5/19/2020, SHUNF,10000,0.01,100,0.396825397
Sino Biopharmaceutical Ltd,Cayman Islands,5/19/2020, SBHMY,10000,16.66666603,166666.6603,0.396825397
SOHO China Ltd,Cayman Islands,5/19/2020, SOHOF,10000,0.379999995,3799.99995,0.396825397
SPT Energy Group Inc,Cayman Islands,5/19/2020, SEGYY,10000,0.929899991,9298.99991,0.396825397
Sunac China Holdings Ltd,Cayman Islands,5/19/2020, SCCCF,10000,5.928170204,59281.70204,0.396825397
Sunny Optical Technology (Group) Co Ltd,Cayman Islands,5/19/2020, SNPTF,10000,14.14000034,141400.0034,0.396825397
TAL Education Group,Cayman Islands,5/19/2020, TAL,10000,57.72000122,577200.0122,0.396825397
Tencent Holdings Ltd,Cayman Islands,5/19/2020, TCEHY,10000,56,560000,0.396825397
Tethys Petroleum Ltd,Cayman Islands,5/19/2020, TETHF,10000,0.171499997,1714.99997,0.396825397
Tianneng Power International Ltd,Cayman Islands,5/19/2020, TIANF,10000,0.985000014,9850.00014,0.396825397
Tingyi (Cayman Islands) Holding Corp,Cayman Islands,5/19/2020, TCYMF,10000,1.779999971,17799.99971,0.396825397
Towngas China Co Ltd,Cayman Islands,5/19/2020, PGJ,10000,44.68999863,446899.9863,0.396825397
Uni-President China Holdings Ltd,Cayman Islands,5/19/2020, UNPSF,10000,0.898000002,8980.00002,0.396825397
Vantage Drilling International,Cayman Islands,5/19/2020,VTDRF,10000,11,110000,0.396825397
Vinda International Holdings Ltd,Cayman Islands,5/19/2020, VDAHF,10000,2.519999981,25199.99981,0.396825397
Vipshop Holdings Ltd,Cayman Islands,5/19/2020, VIPS,10000,16.82999992,168299.9992,0.396825397
Want Want China Holdings Ltd,Cayman Islands,5/19/2020, WWNTF,10000,0.600000024,6000.00024,0.396825397
Weibo Corp,Cayman Islands,5/19/2020, WB,10000,37.43000031,374300.0031,0.396825397
WH Group Ltd,Cayman Islands,5/19/2020, WHGLY,10000,17.59000015,175900.0015,3.174603175
Wharf Real Estate Investment Co Ltd,Cayman Islands,5/19/2020, WRFRF,10000,3.799999952,37999.99952,0.396825397
Wynn Macau Ltd,Cayman Islands,5/19/2020, WYNMF,10000,1.879999995,18799.99995,0.396825397
Xinyi Glass Holdings Ltd,Cayman Islands,5/19/2020, XYIGF,10000,1.110000014,11100.00014,0.396825397
Xinyi Solar Holdings Ltd,Cayman Islands,5/19/2020, XNYIF,10000,0.589999974,5899.99974,0.396825397
ZTO Express (Cayman) Inc,Cayman Islands,5/19/2020, ZTO,10000,35.63999939,356399.9939,0.396825397
3SBio Inc,Cayman Islands,6/10/2020, TRSBF,10000,1.429999948,14299.99948,0.396825397
AAC Technologies Holdings Inc,Cayman Islands,6/10/2020, AACAF,10000,5.309999943,53099.99943,0.396825397
AAG Energy Holdings Ltd,Cayman Islands,6/10/2020, AAGEF,10000,0.167999998,1679.99998,0.396825397
Alibaba Group Holding Ltd,Cayman Islands,6/10/2020, BABA,10000,225,2250000,0.396825397
ANTA Sports Products Ltd,Cayman Islands,6/10/2020, ANPDF,10000,9.350000381,93500.00381,0.396825397
Anton Oilfield Services Group,Cayman Islands,6/10/2020, ATONF,10000,0.0537,537,0.396825397
ASM Pacific Technology Ltd,Cayman Islands,6/10/2020, ASMVF,10000,10.39999962,103999.9962,0.396825397
Autohome Inc,Cayman Islands,6/10/2020, ATHM,10000,88.30000305,883000.0305,0.396825397
Baidu Inc,Cayman Islands,6/10/2020, BIDU,10000,118.6299973,1186299.973,0.396825397
BeiGene Ltd,Cayman Islands,6/10/2020, BGNE,10000,175.2700043,1752700.043,0.396825397
Brooge Energy Ltd,Cayman Islands,6/10/2020,BROG,10000,11.05000019,110500.0019,0.396825397
Caribbean Utilities Co Ltd,Cayman Islands,6/10/2020, CUPUF,10000,15.5,155000,0.396825397
China Evergrande Group,Cayman Islands,6/10/2020, EGRNF,10000,2,20000,0.396825397
China Literature Ltd,Cayman Islands,6/10/2020, CHLLF,10000,6.25,62500,0.396825397
China Medical System Holdings Ltd,Cayman Islands,6/10/2020, CHSYF,10000,1.25999999,12599.9999,0.396825397
China Mengniu Dairy Co Ltd,Cayman Islands,6/10/2020, CIADF,10000,3.900000095,39000.00095,1.984126984
China Resources Cement Holdings Ltd,Cayman Islands,6/10/2020, CARCY,10000,37.25,372500,0.396825397
China Resources Land Ltd,Cayman Islands,6/10/2020, CRBJF,10000,4.099999905,40999.99905,0.396825397
China Shanshui Cement Group Ltd,Cayman Islands,6/10/2020, CCGLF,10000,0.349999994,3499.99994,0.396825397
China State Construction International Holdings Ltd,Cayman Islands,6/10/2020, CCOHF,10000,0.689999998,6899.99998,0.396825397
Chow Tai Fook Jewellery Group Ltd,Cayman Islands,6/10/2020, CJEWF,10000,0.790000021,7900.00021,0.396825397
CIMC Enric Holdings Ltd,Cayman Islands,6/10/2020, CIMEF,10000,0.649999976,6499.99976,0.396825397
CK Asset Holdings Ltd,Cayman Islands,6/10/2020, CHKGF,10000,6.300000191,63000.00191,0.396825397
CK Hutchison Holdings Ltd,Cayman Islands,6/10/2020, CKHUF,10000,7.034999847,70349.99847,2.380952381
Country Garden Holdings Co Ltd,Cayman Islands,6/10/2020, CTRYF,10000,1.25999999,12599.9999,0.396825397
Endeavour Mining Corp,Cayman Islands,6/10/2020, EDV,10000,161.9900055,1619900.055,0.396825397
ENN Energy Holdings Ltd,Cayman Islands,6/10/2020, XNGSF,10000,12,120000,0.793650794
FIH Mobile Ltd,Cayman Islands,6/10/2020, FXCNF,10000,0.140000001,1400.00001,0.396825397
Fresh Del Monte Produce Inc,Cayman Islands,6/10/2020,FDM,10000,42.68000031,426800.0031,0.396825397
Fulcrum Utility Services Ltd,Cayman Islands,6/10/2020,FCRM,10000,0.189999998,1899.99998,0.396825397
Fullshare Holdings Ltd,Cayman Islands,6/10/2020, FLLHF,10000,0.094999999,949.99999,0.396825397
GCL-Poly Energy Holdings Ltd,Cayman Islands,6/10/2020, GCPEF,10000,0.029999999,299.99999,0.793650794
Geely Automobile Holdings Ltd,Cayman Islands,6/10/2020, GELYF,10000,1.590000033,15900.00033,0.396825397
Golden Eagle Retail Group Ltd,Cayman Islands,6/10/2020, GDNEF,10000,0.899999976,8999.99976,0.396825397
Haitian International Holdings Ltd,Cayman Islands,6/10/2020, HAIIF,10000,2.099999905,20999.99905,0.396825397
Hengan International Group Co Ltd,Cayman Islands,6/10/2020, HEGIF,10000,7.800000191,78000.00191,1.19047619
Herbalife Nutrition Ltd,Cayman Islands,6/10/2020,HLF,10000,44.84999847,448499.9847,0.396825397
HKT Trust and HKT Ltd,Cayman Islands,6/10/2020, HKTTF,10000,1.450000048,14500.00048,0.396825397
Huazhu Group Ltd,Cayman Islands,6/10/2020, HTHT,10000,37.93999863,379399.9863,0.396825397
Indonesia Energy Corp Ltd,Cayman Islands,6/10/2020,INDO,10000,5.717999935,57179.99935,0.396825397
JD.com Inc,Cayman Islands,6/10/2020, JD,10000,60.96500015,609650.0015,0.396825397
JinkoSolar Holding Co Ltd,Cayman Islands,6/10/2020,JKS,10000,18.55999947,185599.9947,0.396825397
Jutal Offshore Oil Services Ltd,Cayman Islands,6/10/2020, JUTOY,10000,21.28000069,212800.0069,0.396825397
Kingboard Laminates Holdings Ltd,Cayman Islands,6/10/2020, KGBLF,10000,0.75,7500,0.396825397
Kingsoft Corp Ltd,Cayman Islands,6/10/2020, KSFTF,10000,3.232000113,32320.00113,0.396825397
Lee & Man Paper Manufacturing Ltd,Cayman Islands,6/10/2020, LMPMF,10000,0.829999983,8299.99983,0.396825397
Lekoil Ltd,Cayman Islands,6/10/2020, LEKOF,10000,0.071000002,710.00002,0.396825397
Li Ning Co Ltd,Cayman Islands,6/10/2020, LNNGF,10000,3.140000105,31400.00105,1.19047619
Longfor Group Holdings Ltd,Cayman Islands,6/10/2020, LGFRY,10000,48.09000015,480900.0015,0.396825397
Manchester United PLC,Cayman Islands,6/10/2020, MANU,10000,17.10000038,171000.0038,0.396825397
Meitu Inc,Cayman Islands,6/10/2020, MEIUF,10000,0.5,5000,0.396825397
Melco Resorts and Entertainment Ltd,Cayman Islands,6/10/2020, MAS,10000,48.16999817,481699.9817,0.396825397
MGM China Holdings Ltd,Cayman Islands,6/10/2020, MCHVF,10000,1.399999976,13999.99976,0.396825397
Minth Group Ltd,Cayman Islands,6/10/2020, MNTHF,10000,2.869999886,28699.99886,0.396825397
Momo Inc,Cayman Islands,6/10/2020, MOMO,10000,20.96999931,209699.9931,0.396825397
Mongolian Mining Corp,Cayman Islands,6/10/2020, MOGLF,10000,0.050000001,500.00001,0.396825397
NetEase Inc,Cayman Islands,6/10/2020, NTES,10000,85.37599945,853759.9945,0.396825397
New Oriental Education & Technology Group Inc,Cayman Islands,6/10/2020,EDU,10000,133.3399963,1333399.963,0.396825397
Nexteer Automotive Group Ltd,Cayman Islands,6/10/2020, NTXVF,10000,0.64200002,6420.0002,0.396825397
Primeline Energy Holdings Inc,Cayman Islands,6/10/2020, PMEHF,10000,0.02,200,0.396825397
Recon Technology Ltd,Cayman Islands,6/10/2020, RCON,10000,1.889999986,18899.99986,0.396825397
Sands China Ltd,Cayman Islands,6/10/2020, SCHYF,10000,4.380000114,43800.00114,0.396825397
Sany Heavy Equipment International Holdings Co Ltd,Cayman Islands,6/10/2020, SNYYF,10000,0.50999999,5099.9999,0.396825397
Semiconductor Manufacturing International Corp,Cayman Islands,6/10/2020, SMIN,10000,28.93000031,289300.0031,0.396825397
Shengli Oil & Gas Pipe Holdings Ltd,Cayman Islands,6/10/2020, GSG,10000,10.47999954,104799.9954,0.396825397
Shenzhou International Group Holdings Ltd,Cayman Islands,6/10/2020, SHZHY,10000,13.02999973,130299.9973,0.396825397
Shimao Property Holdings Ltd,Cayman Islands,6/10/2020, SHMAY,10000,42.34000015,423400.0015,0.396825397
Shunfeng International Clean Energy Ltd,Cayman Islands,6/10/2020, SHUNF,10000,0.01,100,0.396825397
Sino Biopharmaceutical Ltd,Cayman Islands,6/10/2020, SBHMY,10000,23.34000015,233400.0015,0.396825397
SOHO China Ltd,Cayman Islands,6/10/2020, SOHOF,10000,0.360000014,3600.00014,0.396825397
SPT Energy Group Inc,Cayman Islands,6/10/2020, SEGYY,10000,0.929899991,9298.99991,0.396825397
Sunac China Holdings Ltd,Cayman Islands,6/10/2020, SCCCF,10000,5.928170204,59281.70204,0.396825397
Sunny Optical Technology (Group) Co Ltd,Cayman Islands,6/10/2020, SNPTF,10000,14.58500004,145850.0004,0.396825397
TAL Education Group,Cayman Islands,6/10/2020, TAL,10000,66.08000183,660800.0183,0.396825397
Tencent Holdings Ltd,Cayman Islands,6/10/2020, TCEHY,10000,58.22000122,582200.0122,0.396825397
Tethys Petroleum Ltd,Cayman Islands,6/10/2020, TETHF,10000,0.300000012,3000.00012,0.396825397
Tianneng Power International Ltd,Cayman Islands,6/10/2020, TIANF,10000,1.320000052,13200.00052,0.396825397
Tingyi (Cayman Islands) Holding Corp,Cayman Islands,6/10/2020, TCYMF,10000,1.730000019,17300.00019,0.396825397
Towngas China Co Ltd,Cayman Islands,6/10/2020, PGJ,10000,47.11000061,471100.0061,0.396825397
Uni-President China Holdings Ltd,Cayman Islands,6/10/2020, UNPSF,10000,0.898000002,8980.00002,0.396825397
Vantage Drilling International,Cayman Islands,6/10/2020,VTDRF,10000,5.949999809,59499.99809,0.396825397
Vinda International Holdings Ltd,Cayman Islands,6/10/2020, VDAHF,10000,2.839999914,28399.99914,0.396825397
Vipshop Holdings Ltd,Cayman Islands,6/10/2020, VIPS,10000,18.34000015,183400.0015,0.396825397
Want Want China Holdings Ltd,Cayman Islands,6/10/2020, WWNTF,10000,0.600000024,6000.00024,0.396825397
Weibo Corp,Cayman Islands,6/10/2020, WB,10000,33.20000076,332000.0076,0.396825397
WH Group Ltd,Cayman Islands,6/10/2020, WHGLY,10000,18.19000053,181900.0053,3.174603175
Wharf Real Estate Investment Co Ltd,Cayman Islands,6/10/2020, WRFRF,10000,4.619999886,46199.99886,0.396825397
Wynn Macau Ltd,Cayman Islands,6/10/2020, WYNMF,10000,2.049999952,20499.99952,0.396825397
Xinyi Glass Holdings Ltd,Cayman Islands,6/10/2020, XYIGF,10000,1.215600014,12156.00014,0.396825397
Xinyi Solar Holdings Ltd,Cayman Islands,6/10/2020, XNYIF,10000,0.589999974,5899.99974,0.396825397
ZTO Express (Cayman) Inc,Cayman Islands,6/10/2020, ZTO,10000,35.52000046,355200.0046,0.396825397
3SBio Inc,Cayman Islands,7/16/2020, TRSBF,10000,1.429999948,14299.99948,0.396825397
AAC Technologies Holdings Inc,Cayman Islands,7/16/2020, AACAF,10000,6.829999924,68299.99924,0.396825397
Alibaba Group Holding Ltd,Cayman Islands,7/16/2020, BABA,10000,245.0500031,2450500.031,0.396825397
ANTA Sports Products Ltd,Cayman Islands,7/16/2020, ANPDF,10000,9.350000381,93500.00381,0.396825397
Anton Oilfield Services Group,Cayman Islands,7/16/2020, ATONF,10000,0.061099999,610.99999,0.396825397
ASM Pacific Technology Ltd,Cayman Islands,7/16/2020, ASMVF,10000,10.39999962,103999.9962,0.396825397
Autohome Inc,Cayman Islands,7/16/2020, ATHM,10000,87.91999817,879199.9817,0.396825397
Baidu Inc,Cayman Islands,7/16/2020, BIDU,10000,123.5999985,1235999.985,0.396825397
BeiGene Ltd,Cayman Islands,7/16/2020, BGNE,10000,232.5650024,2325650.024,0.396825397
Brooge Energy Ltd,Cayman Islands,7/16/2020,BROG,10000,10.44999981,104499.9981,0.396825397
Caribbean Utilities Co Ltd,Cayman Islands,7/16/2020, CUPUF,10000,15.5,155000,0.396825397
China Evergrande Group,Cayman Islands,7/16/2020, EGRNF,10000,3.549999952,35499.99952,0.396825397
China Literature Ltd,Cayman Islands,7/16/2020, CHLLF,10000,0.209999993,2099.99993,0.396825397
China Medical System Holdings Ltd,Cayman Islands,7/16/2020, CHSYF,10000,1.25999999,12599.9999,0.396825397
China Mengniu Dairy Co Ltd,Cayman Islands,7/16/2020, CIADF,10000,4.300000191,43000.00191,1.984126984
China Resources Cement Holdings Ltd,Cayman Islands,7/16/2020, CARCY,10000,37.84000015,378400.0015,0.396825397
China Resources Land Ltd,Cayman Islands,7/16/2020, CRBJF,10000,4.119999886,41199.99886,0.396825397
China Shanshui Cement Group Ltd,Cayman Islands,7/16/2020, CCGLF,10000,0.349999994,3499.99994,0.396825397
China State Construction International Holdings Ltd,Cayman Islands,7/16/2020, CCOHF,10000,0.629999995,6299.99995,0.396825397
Chow Tai Fook Jewellery Group Ltd,Cayman Islands,7/16/2020, CJEWF,10000,0.949999988,9499.99988,0.396825397
